,Date,Adj Close_stock,Volume,Adj Close_bond,Stock_Returns,Bond_Adjusted,Excess_Returns
0,2017-01-01,2278.8701171875,70576420000,3.0510001182556152,,0.030510001182556153,
1,2017-02-01,2363.639892578125,69260940000,2.9679999351501465,0.03719816006681631,0.029679999351501465,0.06440241437308081
2,2017-03-01,2362.719970703125,81664010000,3.0179998874664307,-0.0003891971352694146,0.030179998874664306,-0.017235542623398548
3,2017-04-01,2384.199951171875,65369860000,2.9519999027252197,0.009091208748854607,0.0295199990272522,0.030959991784700547
4,2017-05-01,2411.800048828125,79719460000,2.8570001125335693,0.011576251246328662,0.028570001125335694,0.043757753049207704
5,2017-06-01,2423.409912109375,81078810000,2.8399999141693115,0.004813775207812565,0.028399999141693114,0.010764141919272885
6,2017-07-01,2470.300048828125,63348090000,2.8980000019073486,0.019348826001101882,0.028980000019073485,-0.0010737407210530403
7,2017-08-01,2471.64990234375,70784900000,2.7249999046325684,0.000546433019853243,0.027249999046325683,0.06024280885177813
8,2017-09-01,2519.360107421875,66624120000,2.8570001125335693,0.019302978562167672,0.028570001125335694,-0.02913746639953585
9,2017-10-01,2575.260009765625,71088550000,2.875,0.02218813506615125,0.02875,0.015887859687278905
10,2017-11-01,2647.580078125,73416960000,2.8320000171661377,0.028082627806563343,0.028320000171661378,0.04303914357486327
11,2017-12-01,2673.610107421875,65531700000,2.739000082015991,0.009831630594270502,0.027390000820159913,0.042670590547105314
12,2018-01-01,2823.81005859375,77318690000,2.941999912261963,0.05617870412552817,0.02941999912261963,-0.017935872058258306
13,2018-02-01,2713.830078125,79933970000,3.127000093460083,-0.0389473718793677,0.03127000093460083,-0.10182982827478038
14,2018-03-01,2640.8701171875,76803890000,2.9719998836517334,-0.02688449860055664,0.029719998836517336,0.022683843316836483
15,2018-04-01,2648.050048828125,70194700000,3.0969998836517334,0.0027187749953683227,0.030969998836517333,-0.039340446032060106
16,2018-05-01,2705.27001953125,76011820000,2.9860000610351562,0.0216083418545836,0.029860000610351562,0.057449422508966785
17,2018-06-01,2718.3701171875,77891360000,2.9830000400543213,0.00484243626760783,0.029830000400543212,0.005847131820023499
18,2018-07-01,2816.2900390625,64898300000,3.0829999446868896,0.03602155617289915,0.030829999446868896,0.0024982899007512938
19,2018-08-01,2901.52001953125,69523070000,3.009999990463257,0.030263211276748248,0.03009999990463257,0.05394143233848969
20,2018-09-01,2913.97998046875,63031510000,3.197000026702881,0.0042942874264617625,0.03197000026702881,-0.057831970657294285
21,2018-10-01,2711.739990234375,91930980000,3.4019999504089355,-0.0694033560936963,0.034019999504089356,-0.13352594664540007
22,2018-11-01,2760.169921875,80620020000,3.311000108718872,0.01785935665477978,0.03311000108718872,0.044608281703742425
23,2018-12-01,2506.85009765625,84162180000,3.0199999809265137,-0.09177689467997252,0.030199999809265136,-0.0038880036388436734
24,2019-01-01,2704.10009765625,80859870000,3.005000114440918,0.07868440166582613,0.03005000114440918,0.08365124490434628
25,2019-02-01,2784.489990234375,70638770000,3.0829999446868896,0.029728889343927145,0.030829999446868896,0.003772208054254822
26,2019-03-01,2834.39990234375,79159660000,2.822000026702881,0.01792425624958849,0.028220000267028807,0.10258203200913885
27,2019-04-01,2945.830078125,70090370000,2.940000057220459,0.03931349831373798,0.02940000057220459,-0.002500828192645743
28,2019-05-01,2752.06005859375,77250740000,2.5829999446868896,-0.0657777313668354,0.025829999446868895,0.055650875975126746
29,2019-06-01,2941.760009765625,71250630000,2.5280001163482666,0.0689301639982407,0.025280001163482665,0.0902231680696326
30,2019-07-01,2980.3798828125,70599470000,2.5269999504089355,0.013128152166957952,0.025269999504089355,0.013523787409560617
31,2019-08-01,2926.4599609375,80269220000,1.9700000286102295,-0.018091627240523933,0.019700000286102293,0.20232781586574478
32,2019-09-01,2976.739990234375,74178980000,2.121000051498413,0.017181177931020697,0.02121000051498413,-0.0594685787670588
33,2019-10-01,3037.56005859375,77720640000,2.1760001182556152,0.020431770513684056,0.021760001182556152,-0.005499424876125758
34,2019-11-01,3140.97998046875,72410620000,2.2019999027252197,0.034047037714499906,0.0220199990272522,0.02209860800097241
35,2019-12-01,3230.780029296875,72325540000,2.3889999389648438,0.02858981890573009,0.023889999389648437,-0.05633299876024278
36,2020-01-01,3225.52001953125,77287980000,2.015000104904175,-0.0016280928190489652,0.020150001049041747,0.15492269982045337
37,2020-02-01,2954.219970703125,84436590000,1.6710000038146973,-0.08411048363840312,0.016710000038146974,0.08660916061979729
38,2020-03-01,2584.590087890625,162185380000,1.3509999513626099,-0.12511928240892822,0.013509999513626098,0.06638284309769349
39,2020-04-01,2912.429931640625,123608160000,1.2660000324249268,0.1268440381652789,0.012660000324249267,0.18976033868176134
40,2020-05-01,3044.31005859375,107135190000,1.406999945640564,0.04528181966555822,0.01406999945640564,-0.0660925165147992
41,2020-06-01,3100.2900390625,131458880000,1.409000039100647,0.01838839651392421,0.01409000039100647,0.016966865925895247
42,2020-07-01,3271.1201171875,96928130000,1.1979999542236328,0.055101321480443666,0.011979999542236329,0.2048529744411446
43,2020-08-01,3500.31005859375,82466520000,1.4520000219345093,0.07006466690171775,0.014520000219345092,-0.1419554311086213
44,2020-09-01,3363.0,92310780000,1.4509999752044678,-0.039227970178423055,0.014509999752044677,-0.038539232771443444
45,2020-10-01,3269.9599609375,89938980000,1.6399999856948853,-0.027665786221379718,0.016399999856948854,-0.15792079223113842
46,2020-11-01,3621.6298828125,101247180000,1.5729999542236328,0.10754563544385909,0.015729999542236327,0.1483993135265843
47,2020-12-01,3756.070068359375,96375680000,1.6460000276565552,0.03712145909357001,0.01646000027656555,-0.009286726257555555
48,2021-01-01,3714.239990234375,106117800000,1.8580000400543213,-0.011136660755445171,0.018580000400543212,-0.13993374996302854
49,2021-02-01,3811.14990234375,99082320000,2.181999921798706,0.026091451377448394,0.021819999217987062,-0.1482895361143024
50,2021-03-01,3972.889892578125,122371150000,2.424999952316284,0.042438632533165155,0.02424999952316284,-0.06892710496753263
51,2021-04-01,4181.169921875,83124090000,2.3010001182556152,0.05242532134755851,0.023010001182556153,0.10355927454299174
52,2021-05-01,4204.10986328125,88321860000,2.263000011444092,0.00548648867060697,0.02263000011444092,0.02200109312892018
53,2021-06-01,4297.5,102544180000,2.065000057220459,0.022214009565834747,0.02065000057220459,0.10970846525400901
54,2021-07-01,4395.259765625,84255620000,1.8969999551773071,0.02274805482838871,0.018969999551773073,0.1041040341930014
55,2021-08-01,4522.68017578125,80500760000,1.9270000457763672,0.028990416255438634,0.019270000457763673,0.013175924263921335
56,2021-09-01,4307.5400390625,85528860000,2.0920000076293945,-0.047569168801901096,0.020920000076293944,-0.1331944713101585
57,2021-10-01,4605.3798828125,80253600000,1.9420000314712524,0.0691438364006065,0.019420000314712523,0.1408455455837334
58,2021-11-01,4567.0,88268840000,1.7869999408721924,-0.008333706184746159,0.017869999408721925,0.07148096327312825
59,2021-12-01,4766.18017578125,92750180000,1.9049999713897705,0.04361291346206486,0.019049999713897706,-0.022419562431574613
60,2022-01-01,4515.5498046875,95562890000,2.0980000495910645,-0.052585165027393854,0.020980000495910645,-0.1538975435575063
61,2022-02-01,4373.93994140625,92667710000,2.181999921798706,-0.031360491945908286,0.021819999217987062,-0.0713985616418622
62,2022-03-01,4530.41015625,123546260000,2.447999954223633,0.03577328837154625,0.024479999542236328,-0.08613323864869882
63,2022-04-01,4131.93017578125,90367840000,2.947000026702881,-0.08795671180434306,0.02947000026702881,-0.29179661450462835
64,2022-05-01,4132.14990234375,108860390000,3.056999921798706,5.317770464463578e-05,0.03056999921798706,-0.03727288069342527
65,2022-06-01,3785.3798828125,106116710000,3.11899995803833,-0.08391999993382682,0.0311899995803833,-0.10420133386436359
66,2022-07-01,4130.2900390625,81688320000,2.9739999771118164,0.09111639173021002,0.029739999771118165,0.13760564561840505
67,2022-08-01,3955.0,92252350000,3.255000114440918,-0.04244012827299837,0.03255000114440918,-0.13692571653517216
68,2022-09-01,3585.6201171875,94241020000,3.765000104904175,-0.09339567201327437,0.037650001049041745,-0.2500776912244641
69,2022-10-01,3871.97998046875,95823760000,4.203999996185303,0.0798634138370089,0.04203999996185303,-0.03673681964221487
70,2022-11-01,4080.110107421875,92671910000,3.822000026702881,0.053752893352493114,0.038220000267028806,0.14461872823095367
71,2022-12-01,3839.5,85249330000,3.9749999046325684,-0.05897147407473047,0.03974999904632568,-0.09900283903044338
72,2023-01-01,4076.60009765625,80763810000,3.6610000133514404,0.0617528578346791,0.036610000133514405,0.1407465430710445
73,2023-02-01,3970.14990234375,80392280000,3.930999994277954,-0.02611249393181858,0.03930999994277954,-0.09986282988971007
74,2023-03-01,4109.31005859375,113094800000,3.688999891281128,0.03505161257710898,0.03688999891281128,0.09661358239371709
75,2023-04-01,4169.47998046875,70861260000,3.677999973297119,0.014642341662481018,0.03677999973297119,0.017624157414226294
76,2023-05-01,4179.830078125,88929200000,3.8559999465942383,0.002482347368192972,0.03855999946594238,-0.04591351304220059
77,2023-06-01,4450.3798828125,87983140000,3.8550000190734863,0.06472746490423464,0.038550000190734866,0.06498678221092558
78,2023-07-01,4588.9599609375,75063200000,4.019000053405762,0.031138932355010862,0.040190000534057614,-0.01140322938839966
79,2023-08-01,4507.66015625,86840820000,4.203999996185303,-0.017716390070854016,0.04203999996185303,-0.06374772630404701
80,2023-09-01,4288.0498046875,73482980000,4.710999965667725,-0.048719367465624885,0.04710999965667725,-0.1693187894310083
81,2023-10-01,4193.7998046875,83519460000,5.021999835968018,-0.02197968873798295,0.050219998359680176,-0.08799536960547638
82,2023-11-01,4567.7998046875,80970570000,4.513000011444092,0.08917926878197013,0.04513000011444092,0.19053327936524866
83,2023-12-01,4769.830078125,81530670000,4.019000053405762,0.04422923115636013,0.040190000534057614,0.1536907770871473
